HomeNo|Channel|StartTime|Activity
54|5|20210222062921|Live
6|8|20210222062915|Live
53|54|20210222062907|Live
63|48|20210222062859|Live
47|78|20210222062850|Playback
64|22|20210222062848|Playback
88|57|20210222062842|Live
97|9|20210222062833|Live
64|9|20210222062831|Live
93|61|20210222062831|Live
66|73|20210222062829|Live
99|21|20210222062828|Playback
35|56|20210222062822|Playback
19|39|20210222062822|Live
27|97|20210222062821|Live
87|72|20210222062812|Live
39|61|20210222062805|Playback
69|10|20210222062803|Live
85|15|20210222062756|Live
71|35|20210222062748|Live
70|92|20210222062748|Playback
33|81|20210222062746|Playback
38|97|20210222062742|Live
28|70|20210222062738|Live
50|15|20210222062738|Playback
47|63|20210222062733|Live
65|98|20210222062733|Live
72|34|20210222062727|Live
72|76|20210222062719|Live
55|25|20210222062716|Playback
9|1|20210222062708|Live
71|95|20210222062701|Live
83|2|20210222062652|Live
46|43|20210222062647|Playback
55|47|20210222062642|Playback
36|18|20210222062640|Playback
92|24|20210222062632|Live
72|43|20210222062632|Playback
96|1|20210222062627|Live
13|50|20210222062626|Playback
100|87|20210222062617|Live
50|55|20210222062616|Live
100|83|20210222062610|Playback
58|74|20210222062610|Live
43|58|20210222062609|Live
56|98|20210222062603|Live
66|13|20210222062554|Live
8|96|20210222062550|Live
70|96|20210222062544|Live
87|83|20210222062540|Live
37|77|20210222062535|Live
70|90|20210222062534|Live
1|71|20210222062529|Live
56|7|20210222062521|Live
53|97|20210222062518|Live
51|76|20210222062512|Playback
73|50|20210222062512|Playback
30|62|20210222062505|Live
9|1|20210222062458|Live
21|16|20210222062454|Live
98|64|20210222062452|Live
58|22|20210222062448|Live
71|54|20210222062445|Live
18|71|20210222062440|Live
21|34|20210222062433|Live
30|77|20210222062428|Live
98|23|20210222062420|Playback
6|94|20210222062419|Playback
45|4|20210222062416|Live
93|74|20210222062413|Live
53|2|20210222062405|Live
86|73|20210222062357|Live
45|95|20210222062353|Playback
7|60|20210222062351|Playback
50|91|20210222062348|Live
5|97|20210222062341|Playback
36|75|20210222062335|Playback
10|88|20210222062327|Playback
30|7|20210222062325|Playback
93|82|20210222062319|Playback
62|45|20210222062310|Playback
18|38|20210222062309|Live
51|70|20210222062300|Live
63|88|20210222062258|Live
25|97|20210222062249|Live
67|76|20210222062240|Live
3|16|20210222062235|Live
14|85|20210222062232|Playback
96|56|20210222062232|Live
5|52|20210222062227|Live
53|82|20210222062220|Live
94|68|20210222062220|Live
97|22|20210222062216|Live
19|29|20210222062214|Live
45|5|20210222062207|Playback
22|51|20210222062206|Playback
27|72|20210222062201|Live
55|62|20210222062156|Playback
66|77|20210222062152|Playback
12|29|20210222062147|Live
15|62|20210222062142|Live
22|96|20210222062138|Live
42|87|20210222062131|Live
63|51|20210222062128|Live
6|38|20210222062128|Live
85|75|20210222062120|Playback
56|62|20210222062112|Playback
93|14|20210222062111|Playback
1|90|20210222062107|Live
92|17|20210222062106|Live
30|68|20210222062059|Live
8|67|20210222062058|Live
94|53|20210222062050|Live
49|64|20210222062043|Playback
4|69|20210222062039|Live
11|36|20210222062034|Live
89|21|20210222062033|Live
86|83|20210222062025|Live
11|34|20210222062025|Live
81|44|20210222062025|Live
8|20|20210222062022|Playback
69|57|20210222062019|Live
14|78|20210222062015|Live
60|30|20210222062014|Live
68|70|20210222062005|Playback
75|11|20210222062001|Live
55|16|20210222061957|Playback
18|61|20210222061956|Live
1|81|20210222061949|Live
96|65|20210222061947|Live
2|77|20210222061945|Playback
47|86|20210222061943|Live
13|91|20210222061941|Playback
84|85|20210222061940|Playback
51|38|20210222061935|Live
24|76|20210222061933|Live
52|95|20210222061933|Playback
11|33|20210222061926|Live
15|75|20210222061922|Playback
69|74|20210222061921|Playback
30|88|20210222061917|Playback
51|20|20210222061909|Live
87|20|20210222061901|Live
94|42|20210222061853|Live
23|59|20210222061851|Live
96|92|20210222061844|Live
70|3|20210222061835|Live
57|50|20210222061828|Live
93|3|20210222061823|Live
78|41|20210222061818|Live
63|30|20210222061815|Live
25|10|20210222061811|Live
92|59|20210222061808|Live
86|47|20210222061802|Live
23|72|20210222061801|Live
63|12|20210222061758|Live
67|85|20210222061756|Live
60|79|20210222061752|Live
6|52|20210222061746|Live
59|85|20210222061741|Live
5|77|20210222061736|Live
17|54|20210222061731|Live
10|76|20210222061731|Live
75|25|20210222061728|Live
100|43|20210222061721|Live
58|91|20210222061716|Live
9|63|20210222061707|Live
70|87|20210222061701|Playback
30|19|20210222061652|Live
34|81|20210222061648|Live
59|78|20210222061640|Playback
41|96|20210222061636|Playback
8|64|20210222061628|Live
35|89|20210222061622|Live
72|14|20210222061620|Live
1|99|20210222061614|Live
13|51|20210222061605|Playback
28|19|20210222061604|Live
89|59|20210222061559|Live
94|31|20210222061552|Live
82|60|20210222061543|Playback
63|49|20210222061543|Live
59|28|20210222061536|Live
29|74|20210222061530|Live
64|64|20210222061527|Live
39|25|20210222061521|Live
73|97|20210222061513|Live
41|35|20210222061504|Playback
83|3|20210222061502|Live
26|70|20210222061457|Live
69|95|20210222061453|Live
25|92|20210222061453|Playback
100|26|20210222061449|Live
92|46|20210222061446|Live
83|66|20210222061443|Live
39|32|20210222061436|Playback
71|29|20210222061436|Live
85|29|20210222061434|Playback
20|95|20210222061428|Playback
5|56|20210222061421|Live
69|94|20210222061420|Playback
33|4|20210222061419|Live
51|5|20210222061416|Live
95|97|20210222061415|Live
2|75|20210222061415|Live
14|17|20210222061407|Playback
46|46|20210222061404|Playback
89|55|20210222061356|Playback
27|34|20210222061356|Live
72|48|20210222061348|Live
20|45|20210222061339|Playback
89|51|20210222061339|Live
24|27|20210222061339|Live
80|39|20210222061339|Live
100|10|20210222061334|Live
54|9|20210222061325|Live
13|16|20210222061325|Live
9|53|20210222061324|Live
8|93|20210222061318|Live
37|57|20210222061314|Playback
84|31|20210222061307|Live
36|83|20210222061304|Playback
29|49|20210222061301|Live
43|17|20210222061300|Live
100|19|20210222061257|Playback
58|13|20210222061250|Live
53|34|20210222061247|Live
83|56|20210222061246|Playback
47|34|20210222061246|Playback
84|49|20210222061241|Playback
63|53|20210222061239|Live
96|20|20210222061231|Playback
64|47|20210222061227|Playback
89|21|20210222061226|Live
71|17|20210222061220|Live
96|24|20210222061213|Playback
5|0|20210222061204|Live
91|64|20210222061155|Live
100|17|20210222061153|Live
41|90|20210222061147|Playback
21|76|20210222061140|Playback
37|20|20210222061136|Playback
72|99|20210222061130|Live
75|77|20210222061122|Live
10|17|20210222061113|Live
5|96|20210222061109|Live
73|21|20210222061107|Live
59|86|20210222061103|Live
87|38|20210222061056|Playback
79|83|20210222061052|Live
54|14|20210222061045|Live
65|62|20210222061042|Live
5|2|20210222061033|Live
3|55|20210222061030|Live
22|45|20210222061028|Playback
49|1|20210222061021|Live
1|6|20210222061018|Live
93|90|20210222061018|Playback
15|76|20210222061011|Live
60|40|20210222061009|Live
59|21|20210222061000|Live
16|31|20210222060953|Live
22|54|20210222060951|Live
31|11|20210222060946|Live
68|54|20210222060939|Live
45|8|20210222060936|Live
57|76|20210222060928|Playback
70|90|20210222060924|Playback
64|56|20210222060923|Playback
8|53|20210222060921|Live
42|30|20210222060916|Live
38|71|20210222060908|Playback
80|20|20210222060903|Playback
19|38|20210222060901|Live
96|86|20210222060901|Live
90|17|20210222060859|Live
40|22|20210222060858|Live
15|0|20210222060851|Playback
95|35|20210222060848|Playback
9|22|20210222060844|Live
89|11|20210222060844|Live
1|0|20210222060844|Live
18|43|20210222060838|Live
73|85|20210222060830|Live
35|83|20210222060825|Live
34|97|20210222060820|Live
10|52|20210222060819|Live
56|68|20210222060811|Playback
18|75|20210222060810|Live
21|41|20210222060805|Live
33|49|20210222060757|Live
98|49|20210222060754|Live
44|91|20210222060746|Live
48|64|20210222060737|Playback
78|61|20210222060733|Playback
87|44|20210222060730|Playback
77|96|20210222060728|Live
66|39|20210222060724|Live
90|98|20210222060722|Live
5|54|20210222060722|Live
84|42|20210222060722|Live
69|96|20210222060718|Live
90|10|20210222060711|Playback
11|51|20210222060702|Live
100|99|20210222060658|Playback
69|63|20210222060654|Playback
21|69|20210222060648|Live
22|48|20210222060640|Live
59|76|20210222060633|Live
94|6|20210222060625|Live
97|52|20210222060624|Live
87|48|20210222060622|Live
55|22|20210222060620|Playback
64|96|20210222060620|Live
18|42|20210222060615|Live
6|54|20210222060613|Live
57|90|20210222060610|Playback
57|82|20210222060602|Playback
96|33|20210222060556|Live
11|9|20210222060550|Live
32|3|20210222060548|Live
25|52|20210222060545|Live
20|81|20210222060540|Playback
64|9|20210222060537|Playback
29|39|20210222060530|Live
13|23|20210222060523|Live
51|99|20210222060516|Live
52|47|20210222060514|Playback
69|21|20210222060505|Playback
64|7|20210222060457|Live
88|6|20210222060457|Playback
20|53|20210222060451|Live
49|7|20210222060442|Playback
3|78|20210222060436|Live
1|49|20210222060436|Live
17|81|20210222060431|Playback
35|32|20210222060430|Live
59|38|20210222060426|Live
2|57|20210222060424|Live
34|41|20210222060417|Live
47|14|20210222060417|Playback
5|71|20210222060417|Playback
20|59|20210222060416|Live
66|61|20210222060409|Live
6|80|20210222060408|Playback
100|5|20210222060405|Playback
30|59|20210222060356|Playback
71|18|20210222060355|Playback
87|32|20210222060354|Playback
82|21|20210222060354|Live
38|57|20210222060352|Live
63|64|20210222060352|Live
22|5|20210222060352|Live
14|8|20210222060345|Live
23|79|20210222060338|Playback
82|44|20210222060331|Playback
75|66|20210222060326|Live
82|13|20210222060325|Live
32|11|20210222060319|Live
73|93|20210222060318|Live
51|0|20210222060309|Live
97|22|20210222060305|Playback
43|41|20210222060259|Live
28|42|20210222060255|Live
29|6|20210222060252|Live
73|47|20210222060243|Live
25|26|20210222060240|Playback
39|62|20210222060234|Playback
92|39|20210222060234|Live
90|24|20210222060233|Live
96|21|20210222060232|Live
23|9|20210222060230|Live
63|74|20210222060221|Live
4|98|20210222060214|Live
95|40|20210222060214|Live
65|32|20210222060212|Live
78|68|20210222060206|Live
4|90|20210222060204|Live
71|43|20210222060158|Playback
53|77|20210222060158|Live
19|33|20210222060152|Playback
6|99|20210222060150|Live
52|99|20210222060150|Playback
28|62|20210222060150|Live
57|58|20210222060149|Live
39|75|20210222060143|Playback
75|39|20210222060140|Live
89|41|20210222060140|Playback
5|27|20210222060140|Live
76|89|20210222060140|Live
81|66|20210222060140|Live
82|38|20210222060138|Playback
36|81|20210222060129|Live
100|28|20210222060127|Live
58|22|20210222060120|Playback
52|18|20210222060120|Live
59|4|20210222060113|Live
48|86|20210222060113|Live
82|57|20210222060112|Live
61|17|20210222060111|Live
53|97|20210222060109|Live
65|29|20210222060104|Playback
62|90|20210222060056|Live
84|24|20210222060052|Playback
27|12|20210222060043|Live
52|59|20210222060040|Live
39|88|20210222060039|Live
69|14|20210222060035|Playback
62|3|20210222060027|Live
49|17|20210222060025|Live
44|97|20210222060018|Live
79|18|20210222060013|Playback
98|80|20210222060006|Live
91|7|20210222060000|Live
51|56|20210222055957|Playback
96|90|20210222055951|Live
88|93|20210222055943|Live
53|93|20210222055941|Live
20|46|20210222055940|Live
5|57|20210222055933|Live
60|50|20210222055928|Live
22|0|20210222055922|Live
7|11|20210222055915|Playback
56|41|20210222055915|Live
91|53|20210222055913|Live
35|52|20210222055912|Live
41|1|20210222055910|Playback
84|53|20210222055905|Playback
77|88|20210222055857|Live
60|47|20210222055849|Playback
55|59|20210222055846|Playback
33|22|20210222055845|Playback
30|2|20210222055839|Live
45|99|20210222055833|Playback
45|75|20210222055831|Live
78|9|20210222055828|Live
64|57|20210222055821|Live
77|36|20210222055814|Live
95|51|20210222055814|Live
41|54|20210222055808|Live
99|44|20210222055808|Live
42|98|20210222055802|Live
70|90|20210222055802|Live
78|50|20210222055755|Live
82|33|20210222055748|Playback
69|74|20210222055743|Playback
74|51|20210222055735|Playback
14|41|20210222055726|Playback
80|63|20210222055720|Live
31|93|20210222055711|Playback
61|44|20210222055705|Live
97|79|20210222055702|Live
23|40|20210222055653|Live
25|14|20210222055648|Live
18|39|20210222055646|Live
87|63|20210222055637|Live
25|0|20210222055632|Live
62|71|20210222055624|Live
42|24|20210222055616|Live
5|85|20210222055614|Live
71|19|20210222055613|Live
67|95|20210222055609|Playback
81|99|20210222055600|Playback
24|3|20210222055559|Live
40|13|20210222055552|Live
66|41|20210222055551|Live
64|65|20210222055545|Playback
40|20|20210222055537|Live
42|13|20210222055529|Live
90|94|20210222055524|Live
12|52|20210222055521|Live
34|93|20210222055516|Playback
60|4|20210222055514|Live
99|14|20210222055506|Live
80|54|20210222055504|Live
98|84|20210222055502|Live
59|85|20210222055456|Playback
11|99|20210222055449|Playback
38|41|20210222055441|Live
20|35|20210222055435|Live
8|0|20210222055427|Playback
26|91|20210222055423|Playback
46|80|20210222055415|Live
37|76|20210222055408|Live
67|37|20210222055405|Live
84|57|20210222055357|Live
45|37|20210222055350|Live
82|39|20210222055344|Live
25|9|20210222055335|Live
54|4|20210222055329|Playback
86|80|20210222055325|Playback
99|45|20210222055323|Playback
10|52|20210222055323|Live
80|30|20210222055318|Playback
87|62|20210222055312|Playback
96|49|20210222055311|Live
63|31|20210222055302|Live
3|12|20210222055258|Live
8|35|20210222055253|Live
3|78|20210222055250|Live
8|74|20210222055243|Live
99|75|20210222055240|Live
45|36|20210222055239|Live
59|82|20210222055239|Playback
41|98|20210222055238|Live
1|57|20210222055234|Live
63|55|20210222055227|Live
17|64|20210222055218|Live
100|24|20210222055217|Live
34|43|20210222055214|Live
19|21|20210222055212|Live
86|6|20210222055206|Playback
40|66|20210222055157|Live
89|72|20210222055157|Playback
8|74|20210222055153|Live
78|15|20210222055144|Live
87|64|20210222055139|Live
100|92|20210222055137|Playback
96|6|20210222055130|Live
90|65|20210222055123|Playback
93|28|20210222055114|Live
54|48|20210222055113|Live
71|23|20210222055108|Live
61|39|20210222055102|Playback
37|28|20210222055056|Playback
57|71|20210222055052|Live
82|0|20210222055046|Playback
65|10|20210222055037|Playback
5|87|20210222055034|Playback
88|3|20210222055030|Live
12|58|20210222055029|Playback
98|99|20210222055026|Live
82|83|20210222055019|Live
77|71|20210222055019|Live
39|86|20210222055013|Live
45|82|20210222055013|Live
55|59|20210222055008|Playback
12|5|20210222055001|Playback
34|96|20210222054959|Live
66|7|20210222054958|Live
94|29|20210222054954|Live
25|97|20210222054945|Playback
40|44|20210222054936|Live
17|41|20210222054927|Live
86|68|20210222054925|Live
81|12|20210222054921|Playback
3|23|20210222054916|Live
4|5|20210222054913|Live
100|6|20210222054907|Live
88|1|20210222054859|Playback
88|2|20210222054850|Playback
66|30|20210222054843|Playback
41|26|20210222054835|Live
47|2|20210222054829|Playback
53|17|20210222054829|Live
64|83|20210222054824|Live
57|42|20210222054819|Live
34|42|20210222054815|Playback
41|96|20210222054807|Live
14|74|20210222054759|Live
17|65|20210222054752|Playback
14|16|20210222054751|Playback
61|17|20210222054751|Live
82|78|20210222054743|Live
93|34|20210222054736|Live
68|13|20210222054729|Live
65|82|20210222054729|Playback
3|32|20210222054727|Playback
62|94|20210222054724|Playback
39|13|20210222054721|Live
46|71|20210222054716|Playback
31|77|20210222054715|Live
36|84|20210222054707|Live
96|22|20210222054703|Live
65|9|20210222054701|Playback
65|98|20210222054700|Live
19|64|20210222054652|Live
85|22|20210222054649|Live
98|51|20210222054643|Playback
54|81|20210222054639|Live
69|94|20210222054639|Playback
1|68|20210222054639|Live
33|55|20210222054635|Playback
22|2|20210222054627|Live
82|98|20210222054621|Live
72|51|20210222054620|Live
87|53|20210222054614|Live
27|38|20210222054606|Playback
29|51|20210222054600|Playback
84|4|20210222054600|Live
4|14|20210222054558|Live
60|48|20210222054550|Live
9|46|20210222054544|Live
9|99|20210222054544|Live
18|49|20210222054541|Live
90|79|20210222054536|Playback
68|31|20210222054534|Playback
7|98|20210222054529|Live
64|97|20210222054529|Playback
50|93|20210222054528|Live
65|88|20210222054524|Playback
2|35|20210222054520|Live
15|24|20210222054515|Live
24|69|20210222054506|Live
66|94|20210222054458|Live
5|37|20210222054453|Live
39|92|20210222054453|Playback
48|5|20210222054452|Live
37|66|20210222054452|Playback
78|74|20210222054448|Live
17|77|20210222054443|Live
32|24|20210222054441|Live
55|81|20210222054437|Live
86|66|20210222054436|Live
86|84|20210222054428|Live
